participant_id,consent,plausible,attention_check,comp_check_1,comp_check_2,done_before,sex,age,valence,domain,prevalence,own_belief,discipline,condition,michael_would,michael_should,you_would,you_should,pass_old_imc,pass_check,agrees_with_michael
R_eW210k85H2yUoD3,consent,5,dax,45,1,maybe,male,32,reject,moral,common,3,neuroscience,abnormal,-1,-2,-1,0,TRUE,TRUE,FALSE
R_4MGZG2E2YEkIEzX,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_cu7KgSWLsSfJs21,consent,5,dax,45,1,no,male,29,accept,moral,rare,-1,psychological,abnormal,1,1,-0,-1,TRUE,TRUE,FALSE
R_2r69co8kf1lZs7b,consent,5,dax,45,1,no,female,24,reject,moral,rare,-2,psychological,normal,-0,-0,-0,-0,TRUE,TRUE,TRUE
R_82o66HVDHP3haDj,consent,4,dax,45,1,no,male,23,accept,religious,rare,-2,developmental,abnormal,-1,1,1,1,TRUE,TRUE,FALSE
R_88kFKa6TNZ97BFX,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_esb2k6sTVSc1m0B,consent,5,dax,4,1,no,male,28,accept,religious,common,1,developmental,normal,1,2,0,0,TRUE,FALSE,TRUE
R_26pTYGpITIPWrpr,consent,1,dax,45,1,no,female,42,accept,moral,common,3,neuroscience,abnormal,0,-2,0,-1,TRUE,TRUE,TRUE
R_1Yu6P4oxUf1urxb,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_bPd2idIxdGn4DfD,consent,5,dax,45,1,no,female,55,accept,moral,rare,1,psychological,normal,0,0,0,0,TRUE,TRUE,TRUE
R_39FOyo6NJsXkQ4t,consent,4,NA,245,1,no,male,21,accept,scientific,common,1,genetic,abnormal,1,0,2,1,FALSE,FALSE,TRUE
R_5mWXhoRVyhWi9cV,consent,5,dax,45,1,no,male,24,accept,scientific,rare,3,neuroscience,normal,1,2,0,0,TRUE,TRUE,TRUE
R_cCKtUOW4lAvAi9L,consent,3,dax,4,1,no,male,44,accept,religious,common,3,genetic,normal,1,-1,0,1,TRUE,FALSE,TRUE
R_8oBm9nvtzAAuT9r,consent,5,NA,245,1,no,male,32,reject,scientific,rare,2,psychological,abnormal,-1,1,1,1,FALSE,FALSE,FALSE
R_3BKhHntEkyguLYx,consent,2,dax,45,1,no,male,33,reject,moral,rare,-1,developmental,normal,3,1,-1,-2,TRUE,TRUE,TRUE
R_1FaFkDBlWspKJRb,consent,3,dax,45,1,no,male,25,reject,scientific,common,3,developmental,abnormal,-0,-2,0,2,TRUE,TRUE,FALSE
R_9zzhvwVr0ZCGH6B,consent,5,dax,45,2,no,male,41,reject,moral,common,3,developmental,abnormal,-2,-3,2,3,TRUE,FALSE,FALSE
R_cND3zXtWPbIcY6h,consent,6,NA,45,1,no,female,47,accept,religious,rare,-3,psychological,abnormal,0,-2,-0,-0,FALSE,FALSE,FALSE
R_byCG4pQ0aXTUYa9,consent,6,dax,45,3,no,female,40,reject,religious,common,1,psychological,normal,1,-0,-1,0,TRUE,FALSE,FALSE
R_8Hfj7LMJMUhE8nP,consent,1,dax,45,1,no,female,24,accept,religious,common,3,neuroscience,abnormal,-2,1,-2,-2,TRUE,TRUE,TRUE
R_4Mc4zw8EIUvT8AB,consent,3,dax,45,1,no,male,24,reject,scientific,common,3,genetic,normal,-1,-2,2,0,TRUE,TRUE,FALSE
R_dpte2X2LZUPCklf,consent,2,dax,45,1,no,male,21,accept,moral,rare,-2,genetic,abnormal,1,-1,1,-1,TRUE,TRUE,FALSE
R_6kTHzRpMJxUaU8l,consent,3,dax,4,2,no,female,24,accept,scientific,common,3,developmental,normal,2,3,2,2,TRUE,FALSE,TRUE
R_cD61Tzq6Mmd3lZz,consent,5,dax,4,1,yes,male,31,accept,moral,common,3,genetic,normal,2,1,2,1,TRUE,FALSE,TRUE
R_cHEneNAskyU1fUN,consent,4,dax,45,1,no,female,27,accept,scientific,rare,3,neuroscience,normal,0,-1,0,0,TRUE,TRUE,TRUE
R_d6F4Wi2sNNiq8DP,consent,5,dax,45,1,no,male,26,reject,moral,common,3,psychological,normal,1,-1,2,-1,TRUE,TRUE,FALSE
R_293FRKcFyuGcQIZ,consent,2,dax,123,1,no,male,22,reject,religious,common,0,psychological,abnormal,-0,-1,-0,-0,TRUE,FALSE,FALSE
R_d7re3mwE15VouSV,consent,5,dax,45,2,no,female,30,accept,religious,rare,1,neuroscience,normal,0,0,0,0,TRUE,FALSE,TRUE
R_8iEqdPJDNhg6wCh,consent,3,dax,45,1,no,male,39,reject,scientific,rare,3,developmental,abnormal,-2,-0,2,0,TRUE,TRUE,FALSE
R_3WPElqgQ5OzCThX,consent,6,dax,45,1,no,male,37,reject,moral,rare,3,psychological,normal,-3,-0,3,1,TRUE,TRUE,FALSE
R_00afiQ7uJAanKfP,consent,1,dax,45,3,no,female,31,reject,scientific,rare,3,neuroscience,normal,1,2,-1,0,TRUE,FALSE,FALSE
R_9NwwYVcfAzFXDMx,consent,5,dax,45,1,no,male,23,accept,religious,common,3,psychological,abnormal,-1,-1,-1,-1,TRUE,TRUE,TRUE
R_232lfWRjw9Bnpo9,consent,1,dax,45,1,maybe,male,31,accept,moral,rare,-3,developmental,abnormal,-2,0,-0,-0,TRUE,TRUE,FALSE
R_82gMQ3sC72e4APb,consent,1,dax,45,1,no,female,28,reject,moral,rare,3,neuroscience,abnormal,-0,-2,0,0,TRUE,TRUE,FALSE
R_8cRNytbkp2vuMD3,consent,1,dax,45,1,maybe,male,27,accept,scientific,common,3,genetic,normal,1,2,-3,-3,TRUE,TRUE,TRUE
R_cYnddSWG0mnRyaV,consent,5,dax,45,1,no,male,25,reject,moral,common,3,neuroscience,abnormal,-0,-2,0,0,TRUE,TRUE,FALSE
R_0MOgFSp4PMQgaeF,consent,3,dax,4,3,maybe,male,23,reject,religious,common,-1,developmental,normal,-1,2,1,1,TRUE,FALSE,TRUE
R_2gxQrFaGqvisRiB,consent,1,dax,45,1,no,female,28,reject,religious,rare,-2,genetic,abnormal,2,2,1,1,TRUE,TRUE,TRUE
R_2mDRCXIblsrcaPz,consent,5,dax,45,1,no,male,28,accept,moral,common,2,neuroscience,normal,-1,0,0,0,TRUE,TRUE,TRUE
R_doQYyomnSRfOr8p,consent,6,dax,45,1,no,male,38,accept,scientific,rare,2,psychological,normal,1,0,1,1,TRUE,TRUE,TRUE
R_cuXrHTI0tj5CKep,consent,5,dax,45,1,maybe,male,24,accept,religious,rare,-3,developmental,normal,2,2,-0,-0,TRUE,TRUE,FALSE
R_25lXvp3aJEImOBD,consent,1,dax,45,1,no,male,24,accept,religious,common,1,genetic,normal,1,-3,-3,-3,TRUE,TRUE,TRUE
R_7WznR5UDWmoFA0J,consent,4,dax,45,1,maybe,male,30,reject,scientific,common,3,developmental,abnormal,-0,-0,0,0,TRUE,TRUE,FALSE
R_6lmD2yvEzR0IAol,consent,6,dax,45,1,no,male,22,accept,religious,rare,2,genetic,normal,1,1,2,1,TRUE,TRUE,TRUE
R_861hCsZLeZW9b5r,consent,1,dax,45,1,no,female,32,reject,religious,common,-1,genetic,abnormal,-1,-0,-1,-0,TRUE,TRUE,TRUE
R_d6ipcCVfDBtA7UV,consent,2,dax,4,1,no,male,19,accept,scientific,rare,3,psychological,abnormal,-1,-1,0,-1,TRUE,FALSE,TRUE
R_7UG9XoKaDlyTwhf,consent,5,dax,45,1,maybe,male,35,reject,moral,common,3,psychological,abnormal,-1,-0,0,0,TRUE,TRUE,FALSE
R_4N4qarqTFmCM19z,consent,2,dax,45,3,no,male,49,accept,moral,rare,-2,genetic,abnormal,2,2,1,1,TRUE,FALSE,FALSE
R_1QSXS26chg0FYlT,consent,3,dax,45,1,no,female,37,accept,scientific,common,3,psychological,normal,0,0,0,0,TRUE,TRUE,TRUE
R_6stJc71tQDY3lDD,consent,3,dax,45,1,no,male,34,reject,scientific,rare,2,neuroscience,abnormal,-1,-0,1,1,TRUE,TRUE,FALSE
R_8HfLYDmCqaJSQ05,consent,5,dax,45,1,no,male,23,reject,religious,rare,-3,developmental,normal,2,2,2,2,TRUE,TRUE,TRUE
R_ddtrsyJ30PHB2qV,consent,2,dax,45,1,maybe,male,28,accept,moral,common,3,developmental,abnormal,-1,0,0,0,TRUE,TRUE,TRUE
R_bayAhqygGfZ7hfn,consent,4,dax,45,1,no,female,23,reject,moral,rare,-3,neuroscience,normal,-0,-0,-0,-0,TRUE,TRUE,TRUE
R_9nuory0SrWs6Gep,consent,5,dax,45,2,no,male,37,accept,religious,rare,-3,developmental,abnormal,0,-1,-0,-0,TRUE,FALSE,FALSE
R_a3mF9pWmPooONEh,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_b7abaCTLK5Q7ceV,consent,5,dax,45,1,maybe,male,35,reject,scientific,common,3,psychological,abnormal,-0,-0,2,2,TRUE,TRUE,FALSE
R_eEfJzRCZ5GcUeep,consent,5,dax,45,2,yes,female,53,accept,religious,common,3,psychological,normal,0,0,0,0,TRUE,FALSE,TRUE
R_cGTTT9jOirVIKxL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_4UszsZD4TSmb9t3,consent,2,dax,45,1,no,female,58,accept,moral,rare,0,genetic,normal,2,1,-0,-0,TRUE,TRUE,FALSE
R_eD3Sys43MiM3xat,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_8oe19dK3rildX5H,consent,5,dax,45,2,no,male,49,accept,moral,common,2,neuroscience,normal,0,1,0,2,TRUE,FALSE,TRUE
R_50gJuFThfCszjw1,consent,5,dax,45,3,no,male,30,reject,religious,common,-3,neuroscience,abnormal,-0,-0,-0,-0,TRUE,FALSE,TRUE
R_0HbwyqnyubOwFOR,consent,3,NA,45,1,no,male,22,reject,moral,rare,-2,genetic,abnormal,-0,-0,-0,-0,FALSE,FALSE,TRUE
R_20h499ErsPI9uBL,consent,6,dax,45,1,no,male,19,reject,religious,rare,-3,psychological,normal,2,2,3,3,TRUE,TRUE,TRUE
R_cO94ovk0WiwS7PL,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_8f9f5SaCjNi9B4N,consent,3,dax,45,3,no,male,23,accept,scientific,common,2,psychological,abnormal,2,2,2,1,TRUE,FALSE,TRUE
R_dcFI4Z4j91nUsuN,consent,2,dax,45,3,no,female,41,reject,scientific,rare,-1,genetic,normal,-1,-1,-0,-0,TRUE,FALSE,TRUE
R_9RG1sYb2nnIYjtz,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_3mxEEzQrarzlJGJ,consent,5,dax,245,1,no,male,25,accept,scientific,rare,3,developmental,normal,0,0,0,0,TRUE,FALSE,TRUE
R_3ZXIFyIXhBeJ869,consent,5,dax,45,2,no,male,27,accept,religious,rare,-3,neuroscience,abnormal,-2,-1,3,3,TRUE,FALSE,FALSE
R_3VN6nDjQPXqXck5,consent,5,dax,45,1,no,female,25,reject,moral,common,3,developmental,abnormal,1,1,1,1,TRUE,TRUE,FALSE
R_9XJ6qU0GQW8p5M9,consent,5,dax,45,1,no,male,23,accept,moral,common,3,neuroscience,normal,0,2,2,0,TRUE,TRUE,TRUE
R_6SbinfWra42zQ3z,consent,3,dax,45,1,maybe,male,20,reject,scientific,common,2,genetic,abnormal,-1,-2,1,-2,TRUE,TRUE,FALSE
R_4ToZnot8Hxxzdml,consent,1,dax,45,1,no,male,39,reject,moral,rare,-3,developmental,normal,1,-0,2,2,TRUE,TRUE,TRUE
R_87fj7uSppqwFjQp,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_5hfgfUdcbMxrrbD,consent,1,dax,45,1,no,male,33,accept,scientific,rare,3,genetic,normal,0,0,3,3,TRUE,TRUE,TRUE
R_8e1eX8IGznestoh,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_5mr7wFx5D2wt8Nv,consent,1,dax,45,1,no,female,33,accept,scientific,common,-2,neuroscience,abnormal,-3,0,3,3,TRUE,TRUE,FALSE
R_bQS90dApou3OOt7,consent,5,dax,45,1,no,male,27,reject,moral,common,2,psychological,normal,-0,2,0,0,TRUE,TRUE,FALSE
R_erH5h8pwm0cibOZ,consent,5,dax,4,1,no,male,27,reject,religious,rare,3,neuroscience,normal,2,2,2,3,TRUE,FALSE,FALSE
R_1UjiyPBGt24JzV3,consent,3,NA,45,1,no,male,18,accept,moral,rare,-1,developmental,normal,1,1,-0,-1,FALSE,FALSE,FALSE
R_9X0RxCn7eJv2dEh,consent,3,dax,45,1,no,female,26,reject,religious,common,-3,psychological,abnormal,-1,-0,-0,-0,TRUE,TRUE,TRUE
R_7PcSV8SczoXh0Gx,consent,5,dax,45,1,no,male,33,reject,scientific,rare,3,developmental,abnormal,-0,-1,1,2,TRUE,TRUE,FALSE
R_e3um3sYuu4Qh3uJ,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_3jXz4I7t8hg2aA5,consent,2,dax,45,1,no,male,39,reject,scientific,common,3,developmental,normal,-1,-0,0,0,TRUE,TRUE,FALSE
R_e38lvOu0axcfPrT,consent,4,dax,45,1,no,male,36,accept,scientific,common,3,neuroscience,abnormal,2,0,0,0,TRUE,TRUE,TRUE
R_enEaQf4VBSDDQd7,consent,1,dax,45,3,no,male,21,reject,religious,common,-3,developmental,abnormal,3,3,3,3,TRUE,FALSE,TRUE
R_9prrLmlZX4nEmJ7,consent,2,dax,45,1,maybe,male,35,accept,religious,rare,-3,genetic,normal,2,0,-0,-0,TRUE,TRUE,FALSE
R_9Sts6ECL0JHJ7gh,consent,3,dax,45,1,no,female,29,accept,moral,common,3,genetic,abnormal,1,1,1,1,TRUE,TRUE,TRUE
R_cZJF4egxSL5utWR,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_2mYrJyLgjbo8jSR,consent,5,dax,45,1,no,male,27,accept,scientific,rare,2,psychological,normal,2,0,0,0,TRUE,TRUE,TRUE
R_25oUAOFygiklAyh,consent,1,dax,145,1,no,male,39,reject,scientific,rare,3,neuroscience,abnormal,-2,-0,0,0,TRUE,FALSE,FALSE
R_6opBanJwIPBmKhv,consent,6,dax,45,1,no,female,49,reject,religious,rare,1,neuroscience,normal,1,1,-2,-1,TRUE,TRUE,FALSE
R_6WJWHhy60LYU5VP,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_3r36Xhx6uLv44Id,consent,4,dax,45,1,no,female,23,accept,moral,rare,3,genetic,abnormal,-1,0,-2,0,TRUE,TRUE,TRUE
R_6VergTvYoVHKO9v,consent,6,dax,45,1,no,male,26,reject,moral,common,3,developmental,abnormal,-2,-2,2,2,TRUE,TRUE,FALSE
R_5tiKOzxJlJmhqwl,consent,5,dax,45,1,no,female,35,reject,moral,rare,-3,developmental,normal,-2,-0,-0,-0,TRUE,TRUE,TRUE
R_cBddye5EuSefcbP,consent,4,dax,123,1,no,male,25,accept,moral,common,3,genetic,normal,1,1,1,2,TRUE,FALSE,TRUE
R_9XCxvSOt1NPBeT3,consent,6,dax,45,1,no,male,19,reject,scientific,rare,0,psychological,abnormal,-0,-1,-0,-2,TRUE,TRUE,FALSE
R_3n2DYrZ001ZYkkZ,consent,6,dax,45,1,no,female,31,accept,religious,rare,-2,neuroscience,normal,-2,-2,2,2,TRUE,TRUE,FALSE
R_d4LsLn6drTyMhAV,consent,5,dax,45,1,no,female,30,reject,moral,common,2,psychological,normal,-0,-2,0,0,TRUE,TRUE,FALSE
R_6nC383ZxzFl7laZ,consent,4,dax,245,1,no,male,32,accept,moral,rare,-3,neuroscience,abnormal,0,-3,3,3,TRUE,FALSE,FALSE
R_8bTugOV9WcvY1DL,consent,6,dax,45,1,no,female,31,reject,moral,rare,3,psychological,abnormal,-1,-3,3,3,TRUE,TRUE,FALSE
R_cAf0rl8YUNdIgYt,consent,2,dax,4,1,no,female,33,accept,scientific,common,3,genetic,normal,0,0,2,0,TRUE,FALSE,TRUE
R_4Ymu0lImrpUq1g1,consent,2,dax,4,1,no,male,22,accept,religious,common,2,genetic,abnormal,2,2,2,2,TRUE,FALSE,TRUE
R_3reB9dB68kmEI7P,consent,5,dax,45,1,maybe,male,51,reject,religious,rare,2,psychological,normal,2,1,0,0,TRUE,TRUE,FALSE
R_3lVGNOGQ7aabDZb,consent,2,dax,45,2,no,male,25,reject,religious,common,3,developmental,normal,-0,-1,0,0,TRUE,FALSE,FALSE
R_efX0Q5fNgXKZebX,consent,5,dax,45,1,no,female,31,accept,scientific,rare,3,neuroscience,normal,2,2,3,3,TRUE,TRUE,TRUE
R_bvIqfYcmOgrS6Yl,consent,5,dax,45,2,no,male,28,reject,scientific,common,2,developmental,abnormal,1,-2,0,1,TRUE,FALSE,FALSE
R_0x0qkgrcKN5txop,consent,6,dax,45,1,no,male,18,accept,religious,common,0,psychological,abnormal,1,2,1,1,TRUE,TRUE,FALSE
R_8BRRj1oKfFW7Me9,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_ddqwczJi9ACqjDD,consent,6,dax,45,1,no,male,26,accept,moral,common,3,psychological,normal,0,0,0,0,TRUE,TRUE,TRUE
R_6kTCkyAlxC351K5,consent,3,dax,45,1,no,male,27,reject,scientific,rare,3,neuroscience,normal,-2,-0,0,0,TRUE,TRUE,FALSE
R_1zRbt4bF4vcatQp,consent,1,dax,45,1,no,male,26,reject,scientific,common,3,developmental,normal,2,-0,2,0,TRUE,TRUE,FALSE
R_6SG2AtzhtnvUHLn,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_0kVAOyngDcwHGYt,consent,5,dax,45,1,no,male,32,reject,religious,rare,-3,developmental,abnormal,-0,-1,-0,-0,TRUE,TRUE,TRUE
R_eJ8OyXcDK35sQyp,consent,3,NA,45,1,no,female,30,accept,moral,rare,-1,genetic,normal,-2,-1,3,3,FALSE,FALSE,FALSE
R_3w9nsyEZi91OO8t,consent,5,dax,45,1,no,male,28,reject,moral,common,2,genetic,abnormal,-2,2,0,0,TRUE,TRUE,FALSE
R_8pO4lqW5kqdJIVf,consent,1,dax,45,1,no,male,35,reject,religious,common,-3,neuroscience,abnormal,-0,1,-1,-0,TRUE,TRUE,TRUE
R_5oRQQwbGJn3MVCd,consent,3,dax,45,1,no,male,31,accept,religious,rare,-3,psychological,normal,-1,-2,2,3,TRUE,TRUE,FALSE
R_82oO497GQ0olEQB,consent,5,dax,45,1,no,male,19,reject,moral,rare,-3,neuroscience,normal,-0,3,3,3,TRUE,TRUE,TRUE
R_1XLUrSjN1eLYoMB,consent,1,dax,45,1,no,female,29,accept,scientific,common,3,genetic,abnormal,1,1,0,0,TRUE,TRUE,TRUE
R_86vXyczaAFJDNoF,consent,6,dax,245,NA,NA,NA,NA,reject,religious,rare,-3,developmental,normal,-1,-0,-0,-0,TRUE,FALSE,TRUE
R_equ5k8lfIDzE0DP,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_9sNm1XJt4fbMSzj,consent,5,dax,13,3,no,male,27,accept,scientific,rare,1,developmental,abnormal,-2,1,1,-1,TRUE,FALSE,TRUE
R_1IkUnKVToksqNal,consent,2,dax,45,1,no,female,22,accept,scientific,rare,1,genetic,normal,2,0,0,0,TRUE,TRUE,TRUE
R_eWnG9DvXNbPZmC1,consent,2,dax,45,2,no,female,40,accept,moral,rare,-2,psychological,abnormal,0,0,-0,-0,TRUE,FALSE,FALSE
R_dmYjJTac0ytytGl,consent,6,dax,45,1,no,female,21,reject,moral,common,2,neuroscience,abnormal,-1,-0,2,0,TRUE,TRUE,FALSE
R_9EnLHr8HwMOJY8t,consent,2,dax,45,1,no,male,23,reject,scientific,common,3,developmental,normal,1,1,0,0,TRUE,TRUE,FALSE
R_6XdFhEbEQ2xX057,consent,5,dax,45,1,no,male,41,reject,religious,rare,-3,developmental,normal,2,3,-2,-3,TRUE,TRUE,TRUE
R_0BpdRH4wvexCeS9,consent,5,NA,4,3,no,male,24,reject,scientific,rare,3,neuroscience,normal,3,-1,0,0,FALSE,FALSE,FALSE
R_6sZW7oGPx2t2VW5,consent,5,dax,45,1,no,male,31,accept,religious,rare,-3,psychological,normal,2,0,-3,-3,TRUE,TRUE,FALSE
R_cCSMW2Lx9nhYSX3,consent,5,dax,45,1,no,male,28,accept,religious,common,-2,genetic,normal,0,1,-2,-2,TRUE,TRUE,FALSE
R_0pu2BAXLmgUHiUR,consent,4,dax,45,1,no,female,24,reject,moral,rare,-1,developmental,abnormal,-0,1,-0,-0,TRUE,TRUE,TRUE
R_1NAdJAF4GQJtpJ3,consent,6,dax,45,1,no,male,21,accept,scientific,common,2,neuroscience,abnormal,1,-1,2,1,TRUE,TRUE,TRUE
R_bHnxGROQdE3GZSd,consent,1,dax,45,1,no,male,29,reject,religious,common,-3,genetic,abnormal,1,-0,NA,-0,TRUE,TRUE,TRUE
R_es0RttIvz5YMGYB,consent,1,NA,NA,NA,NA,NA,NA,reject,religious,rare,-2,genetic,abnormal,3,3,3,3,FALSE,FALSE,TRUE
R_6Wi9FrlIHIMWBSt,consent,4,dax,45,1,no,male,23,accept,moral,common,3,psychological,abnormal,0,0,0,0,TRUE,TRUE,TRUE
R_e9wEHZJBaYVk7I1,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_81TXFsMmaeZkE2F,consent,6,dax,45,1,no,male,26,accept,scientific,rare,3,neuroscience,normal,1,1,0,0,TRUE,TRUE,TRUE
R_3ruzVwVBb5xJxGZ,consent,4,dax,45,1,no,male,20,accept,religious,common,2,neuroscience,abnormal,-2,-2,-1,-2,TRUE,TRUE,TRUE
R_5da3k6VIWbawRYp,consent,3,dax,45,1,no,female,26,accept,scientific,common,3,genetic,abnormal,-3,0,-2,0,TRUE,TRUE,TRUE
R_5oGreaT7kuFy2Nf,consent,5,dax,45,1,no,male,23,reject,moral,rare,-3,genetic,normal,2,-0,-0,-0,TRUE,TRUE,TRUE
R_0UHUmI9Hu9rxzJX,consent,6,dax,45,1,no,female,22,reject,religious,common,1,developmental,abnormal,-0,-2,0,0,TRUE,TRUE,FALSE
R_55udzgO35DV0Kt7,consent,5,DAX,45,1,no,male,24,accept,moral,rare,-3,psychological,abnormal,-3,-1,3,3,TRUE,TRUE,FALSE
R_4NjqFS2L1nDso1D,consent,2,dax,45,1,no,female,46,reject,moral,common,3,psychological,normal,2,2,0,0,TRUE,TRUE,FALSE
R_06S5zC5MJ2CPEwd,consent,3,dax,45,1,no,male,32,reject,scientific,common,2,developmental,normal,-0,-1,1,1,TRUE,TRUE,FALSE
R_23m1DveMCYQEagJ,consent,1,dax,45,2,no,male,24,accept,moral,common,3,neuroscience,abnormal,0,1,0,0,TRUE,FALSE,TRUE
R_dmqLB8jqDaxuNQV,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_0V62YvAgqxNwd2l,consent,1,dax,45,1,maybe,male,26,reject,scientific,rare,3,neuroscience,normal,-0,-0,0,1,TRUE,TRUE,FALSE
R_e3Qs65ev0tUPT2l,consent,6,dax,45,1,no,male,25,reject,religious,rare,-3,psychological,abnormal,1,-0,2,2,TRUE,TRUE,TRUE
R_4MIhCaCWNCwMYy9,consent,4,dax,45,1,no,female,43,accept,religious,rare,2,psychological,normal,0,1,0,1,TRUE,TRUE,TRUE
R_6E8lv9bv0qnR84l,consent,2,dax,45,3,no,male,30,reject,religious,common,3,genetic,abnormal,-0,-0,0,0,TRUE,FALSE,FALSE
R_1Y9kybXMjVTS8vP,consent,5,dax,45,1,no,female,25,accept,scientific,common,2,developmental,abnormal,2,-2,-3,-3,TRUE,TRUE,TRUE
R_9QyX8fx2nRqgqTX,consent,4,dax,45,2,maybe,male,33,reject,religious,rare,1,genetic,normal,-0,-0,0,0,TRUE,FALSE,FALSE
R_7OoT6EsUHc2Cgw5,consent,2,dax,4,1,NA,male,25,reject,scientific,common,3,neuroscience,abnormal,-2,-0,0,0,TRUE,FALSE,FALSE
R_8AkEgNeX4S2B4uF,consent,1,dax,45,1,no,male,38,accept,religious,common,-2,developmental,normal,1,0,-0,2,TRUE,TRUE,FALSE
R_etx68xCLUtbA3rL,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_6DqxnolhPXMnp6R,consent,1,dax,45,3,maybe,female,24,reject,moral,common,3,genetic,normal,-0,-0,0,0,TRUE,FALSE,FALSE
R_8oF7hjHfaxWiDf7,consent,4,dax,123,1,no,male,20,accept,moral,rare,-2,neuroscience,normal,0,-2,-2,-2,TRUE,FALSE,FALSE
R_bjBrrx5LLeJCkAd,consent,7,dax,45,1,no,female,25,accept,scientific,rare,3,developmental,normal,3,3,3,3,TRUE,TRUE,TRUE
R_ewATEBJnjF3t4jz,consent,5,dax,24,NA,maybe,female,19,reject,moral,rare,3,genetic,abnormal,-2,-1,0,2,TRUE,FALSE,FALSE
R_42SnWlogxcB5uEB,consent,2,dax,45,1,no,male,28,reject,scientific,rare,2,neuroscience,abnormal,1,-0,0,0,TRUE,TRUE,FALSE
R_cCl1nbZdi5Ahnw1,consent,2,dax,45,1,no,female,26,reject,religious,common,-2,developmental,abnormal,-0,-2,-0,-0,TRUE,TRUE,TRUE
R_ctC6Fp0P6sQsecR,consent,5,tax,45,1,maybe,female,53,reject,scientific,common,2,psychological,abnormal,-1,-0,2,1,FALSE,FALSE,FALSE
R_cHjYoJostFpjpbf,consent,6,dax,45,1,no,male,22,accept,moral,common,2,developmental,abnormal,2,-2,0,0,TRUE,TRUE,TRUE
R_bfOMvGWA5ICNygR,consent,2,dax,145,1,no,female,41,accept,religious,common,3,genetic,abnormal,-1,-1,0,0,TRUE,FALSE,TRUE
R_0OLGmYNUcgefrCJ,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
R_8hNwqmqdc9WL9qZ,consent,4,dax,45,1,no,male,26,accept,religious,rare,-1,psychological,normal,0,-1,-0,1,TRUE,TRUE,FALSE
R_81wEoiueO6hqUOV,consent,3,dax,45,1,no,female,29,accept,scientific,common,3,psychological,abnormal,0,-1,-1,-1,TRUE,TRUE,TRUE
R_7QxhLtdztiUxXhP,consent,4,dax,45,1,no,male,28,reject,moral,common,3,psychological,normal,-0,-2,0,-2,TRUE,TRUE,FALSE
R_eRHShKSSiO6fJyt,consent,4,dax,23,NA,NA,NA,NA,accept,religious,common,-1,genetic,abnormal,1,2,2,-0,TRUE,FALSE,FALSE
