StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q14,Q20,Q22,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,True,Do,Domain,FalseNeutralTrue,Textbook,Fact
2014-01-21 19:28:43,2014-01-21 19:30:25,0,,102,1,2014-01-21 19:30:26,R_cxdFHFUXhNhOIOV,,2,6,3,3,4,5,3,5,3,6,5,4,4,5,3,5,3,35,63,11,2,24,24,63,31,64,11,43,24,"1,3,4",,2,20,Nope,This survey was about my beliefs and about evolution,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,3,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-21 19:24:40,2014-01-21 19:31:54,0,,434,1,2014-01-21 19:31:54,R_1BmXxZuWaPMZtqJ,,2,6,6,5,6,6,6,6,6,6,6,2,2,2,2,2,2,50,50,50,60,80,70,60,70,95,95,10,10,"1,3,4",,2,30,"HAD TO READ CAREFULLY, QUESTIONS CONFUSING IN NATURE ABOUT THE MICHEAL SCENARIO",NO OPINION,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,5,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 19:30:29,2014-01-21 19:37:50,0,,441,1,2014-01-21 19:37:51,R_50yzZpyGenHUCVL,,2,7,7,1,4,7,7,4,7,7,7,1,1,7,7,7,7,5,5,6,1,40,1,1,20,10,1,5,5,"1,2,3,4,9",job; housing; medication,2,33,No,"I am not sure, but I think it has something to do with receiving a piece of information and relating it a person's current stance on an issue.",3,2,2,1,There is a God.,9,there is a God,7,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 19:51:28,2014-01-21 19:55:36,0,,248,1,2014-01-21 19:55:37,R_bPMfGhbgeiE9hqt,,2,7,2,7,6,1,1,2,1,7,5,3,2,2,2,3,3,90,20,70,40,95,60,80,60,99,99,5,5,9,dax,2,26,no,people's beliefs in God versus science,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,3,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 19:56:09,2014-01-21 20:04:07,0,,478,1,2014-01-21 20:04:08,R_bNiDIN4H2ACHHkp,,2,7,7,5,4,4,6,5,4,7,7,1,1,6,4,4,5,99,99,85,90,75,75,65,75,100,99,65,50,9,dax,2,38,,,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-21 19:59:54,2014-01-21 20:04:56,0,,302,1,2014-01-21 20:04:56,R_0JOmlxrXoPFC2zz,,2,4,4,4,4,5,4,4,4,6,6,4,4,4,4,4,4,76,70,56,30,87,50,44,57,99,99,67,65,9,dax,1,35,no,,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,6,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 20:07:12,2014-01-21 20:07:21,0,,9,1,2014-01-21 20:07:22,R_7TLJ0QLmTJwdt41,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-21 20:05:16,2014-01-21 20:12:56,0,,460,1,2014-01-21 20:12:56,R_d6cYPuvuTUdR7tr,,2,7,7,7,6,5,4,1,2,7,7,4,1,4,4,4,4,99,99,55,55,65,60,20,25,99,99,8,5,"1,4,9",dax,2,23,no,individuals' beliefs/morals,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that every person has a soulmate, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-21 20:08:23,2014-01-21 20:14:46,0,,383,1,2014-01-21 20:14:47,R_5svEzRqqcmiDya9,,2,6,5,6,6,7,6,5,5,7,7,3,2,7,4,7,7,90,80,66,55,78,60,55,45,98,98,30,35,9,dax,2,40,Same questions were asked,Belief systems,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 20:00:40,2014-01-21 20:18:29,0,,1069,1,2014-01-21 20:18:29,R_8oicTFYo08tiQxn,,2,7,7,7,7,1,1,1,1,7,7,1,1,4,4,2,4,95,95,30,50,70,70,70,60,95,90,5,5,9,dax,1,56,no,conviction of beliefs,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 20:10:17,2014-01-21 20:21:43,0,,686,1,2014-01-21 20:21:43,R_020MTFWKtJFozK5,,2,7,6,3,5,6,4,4,4,7,7,2,1,4,4,7,6,90,85,10,80,85,30,20,30,100,100,40,5,9,dax,1,30,no,I have no idea,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 20:25:36,2014-01-21 20:31:43,0,,367,1,2014-01-21 20:31:43,R_bQP1nK3eN1MpZwp,,2,5,5,3,4,7,7,2,6,7,7,2,3,4,4,4,4,90,90,50,55,70,70,60,80,99,99,35,45,9,dax,2,46,,how different people view morality,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing animals for human consumption is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-21 20:33:13,2014-01-21 20:38:08,0,,295,1,2014-01-21 20:38:08,R_d3WvBi2Q0ORsUgR,,2,7,6,4,2,7,6,2,5,7,7,1,1,6,6,6,6,99,75,55,55,50,70,40,40,99,99,15,10,9,dax,1,19,No,The connection between a person's beliefs and a scenario that tests the validity of those beliefs.,3,1,2,1,There is a God.,3,there is a God,7,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that there is a God, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-21 20:38:02,2014-01-21 20:42:50,0,,288,1,2014-01-21 20:42:51,R_9shlro4vPJjIk5L,,2,7,6,7,7,5,5,1,2,7,7,7,3,3,2,1,1,95,80,65,55,70,65,35,45,95,95,12,5,9,dax,2,31,,,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 20:43:52,2014-01-21 20:46:52,0,,180,1,2014-01-21 20:46:52,R_1MnozXdp0ms0Fx3,,2,7,7,7,7,1,1,1,1,7,7,1,1,3,4,3,4,90,60,60,35,75,55,60,60,99,90,10,5,9,dax,1,23,none,decision making,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 20:35:17,2014-01-21 20:47:22,0,,725,1,2014-01-21 20:47:23,R_6usfRtE8NSQYe8t,,2,6,2,1,4,7,7,2,5,6,6,3,1,6,4,6,4,75,5,30,20,65,70,65,50,97,90,40,3,9,dax,2,43,the way the question about Michael was worded was somewhat confusing.,"maybe about how easy would it be to change someone's beliefs ",3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,1,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 20:43:00,2014-01-21 20:48:51,0,,351,1,2014-01-21 20:48:52,R_0CZonGN5kSbiJY9,,2,6,4,5,4,7,7,3,5,7,7,7,7,5,5,5,5,35,20,60,20,90,75,70,50,85,80,50,30,"3,4,8",,2,38,,,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 20:47:24,2014-01-21 20:51:38,0,,254,1,2014-01-21 20:51:38,R_3JGaMFNZMSu6gLj,,2,7,7,6,6,7,5,6,5,7,7,3,2,4,4,4,4,100,80,80,30,80,30,70,50,100,100,40,30,9,dax,2,33,,,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,3,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing animals for human consumption is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-21 20:50:25,2014-01-21 20:56:59,0,,394,1,2014-01-21 20:56:59,R_3l7IQkU9c6IjyUB,,2,7,5,4,2,5,4,3,3,6,6,2,1,5,6,5,5,98,95,50,40,70,55,35,35,80,95,15,10,9,dax,2,30,no,Religious beliefs,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-21 20:53:51,2014-01-21 21:02:12,0,,501,1,2014-01-21 21:02:13,R_6fHFM2whBriMy6F,,2,7,7,6,6,6,7,7,7,7,7,3,2,7,6,6,6,90,75,35,68,75,62,65,60,99,80,15,20,9,dax,2,48,Nothing,Beliefs,3,1,2,1,There is a God.,3,there is a God,6,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 21:00:34,2014-01-21 21:06:52,0,,378,1,2014-01-21 21:06:52,R_9QtjgrcreeTeCdD,,2,7,7,6,7,7,6,6,6,7,7,4,5,6,5,4,4,96,90,75,87,50,47,50,89,99,99,43,44,9,dax,1,23,the way the mri questions were worded,beliefs,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,6,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 21:05:40,2014-01-21 21:09:42,0,,242,1,2014-01-21 21:09:42,R_9NSj05uxXmMPsZ7,,2,6,6,6,5,6,5,5,4,6,6,2,3,3,3,3,3,70,50,60,80,70,50,50,50,80,80,25,30,9,dax,1,25,none,how open minded we are.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 21:10:31,2014-01-21 21:15:35,0,,304,1,2014-01-21 21:15:36,R_8A1DJ72bXTbrvil,,2,7,7,7,6,1,1,1,1,7,7,2,1,5,4,4,4,90,85,80,70,66,40,40,40,95,95,30,30,9,dax,1,36,No problems,Confirmation bias,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 21:22:38,2014-01-21 21:30:39,0,,481,1,2014-01-21 21:30:39,R_5hTYfShVV4y86sB,,2,7,6,7,5,7,7,7,6,7,7,2,2,4,4,5,4,100,100,50,60,60,85,70,70,100,100,30,30,9,dax,1,23,none,moral perspectives,3,2,2,1,There is a God.,9,there is a God,7,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that there is a God, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-21 21:35:03,2014-01-21 21:42:37,0,,454,1,2014-01-21 21:42:38,R_7WXeMCXQhYCB9gF,,2,7,7,7,6,4,4,4,7,7,7,4,1,4,4,5,4,95,95,50,75,80,85,90,50,95,40,30,20,9,dax,2,25,,The survey was about God and if I believed and how many other people I thought believed in a higher power.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,4,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing animals for human consumption is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-21 17:53:49,2014-01-21 17:54:00,0,,11,0,2014-01-21 21:54:29,R_4HqNunRmMKNU3iJ,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-21 21:56:08,2014-01-21 22:02:06,0,,358,1,2014-01-21 22:02:06,R_9n3KNClXH5EVK4t,,2,6,6,6,6,2,4,2,1,7,7,3,1,2,3,3,3,85,85,60,50,75,80,75,65,99,99,25,10,"1,3,4",,2,22,,,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 21:57:25,2014-01-21 22:03:44,0,,379,1,2014-01-21 22:03:45,R_eamrCHmqi0fpkpv,,2,6,7,7,7,5,5,1,4,7,7,7,1,4,6,6,6,95,95,50,85,90,85,50,75,96,98,50,5,9,dax,1,66,I did not.,I am not sure,,1,2,1,There is a God.,3,there is a God,5,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 21:58:20,2014-01-21 22:07:48,0,,568,1,2014-01-21 22:07:48,R_2mB8MPO6FwkSswB,,2,7,7,7,7,1,1,1,1,7,7,5,1,6,4,6,4,98,64,3,50,92,87,76,70,95,100,36,10,"4,6,9",tuxedo,1,18,"No, survey went great.",Religious views.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-21 22:14:18,2014-01-21 22:23:06,0,,528,1,2014-01-21 22:23:07,R_1N9rqI2lhP8rBv7,,2,6,6,7,7,4,4,1,1,7,7,4,4,6,4,6,4,95,90,75,70,95,70,80,80,99,99,5,3,9,dax,1,27,Some questions appeared redundant.,No idea.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,4,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 22:29:21,2014-01-21 22:36:50,0,,449,1,2014-01-21 22:36:51,R_8vHKGZMvXq7rPjD,,2,7,7,4,4,7,1,5,3,7,7,3,3,3,4,3,4,5,5,0,5,25,20,0,10,10,20,0,0,9,dax,2,23,No,Interesting,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,5,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 22:32:29,2014-01-21 22:37:40,0,,311,1,2014-01-21 22:37:41,R_1YYKSnkmbIx63gp,,2,6,6,2,5,7,7,7,7,7,7,2,1,3,3,5,3,55,99,25,50,100,100,100,100,95,75,80,0,4,,2,46,,,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 22:37:01,2014-01-21 22:41:06,0,,245,1,2014-01-21 22:41:07,R_8pI8YyUa7zKqmGN,,2,7,7,7,6,1,1,1,1,7,7,2,2,5,4,5,4,100,100,50,80,70,80,70,70,100,99,20,10,9,dax,1,22,No,How I perceive my religious beliefs in combination with others'.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 22:43:01,2014-01-21 22:47:07,0,,246,1,2014-01-21 22:47:08,R_5gKOWJuWI0bsG2N,,2,6,6,4,6,7,7,6,6,7,7,5,4,4,5,5,5,5,5,5,10,5,30,5,5,10,10,5,5,"3,4",,1,31,nope,not sure.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-21 22:43:09,2014-01-21 22:47:44,0,,275,1,2014-01-21 22:47:45,R_aYqSHYF9ePxipj7,,2,7,7,7,6,1,1,1,1,7,7,5,5,3,4,4,4,60,45,30,40,65,70,65,70,75,70,30,35,"1,3,4",,2,35,no,I enjoyed it,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,5,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-21 22:54:59,2014-01-21 23:00:30,0,,331,1,2014-01-21 23:00:31,R_agXNTsADeJuq12R,,2,7,7,7,3,4,7,7,7,7,7,7,4,6,5,6,5,90,50,35,30,85,85,60,60,95,95,30,10,9,dax,2,36,no,"beliefs, spirituality",3,2,2,1,There is a God.,9,there is a God,4,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-21 22:58:05,2014-01-21 23:01:10,0,,185,1,2014-01-21 23:01:10,R_bvgJsu7LKOZhI5T,,2,6,5,,7,2,1,1,1,7,7,3,2,7,6,6,6,50,50,50,50,50,50,50,50,98,98,15,15,9,dax,2,27,The white font on the blue background was a bad idea,unsure,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 00:00:26,2014-01-22 00:06:21,0,,355,1,2014-01-22 00:06:22,R_exGroScffnxwgqF,,2,7,7,4,4,6,5,3,2,6,6,1,1,4,3,3,2,100,100,60,40,60,80,40,40,90,50,20,10,9,dax,2,21,None.,If science makes the religious doubt.,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,3,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that every person has a soulmate, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-22 00:21:04,2014-01-22 00:27:08,0,,364,1,2014-01-22 00:27:09,R_4GCJaSmRNLZwntj,,2,6,5,6,4,7,5,5,6,5,7,5,2,4,4,4,4,100,50,50,30,60,50,60,70,100,100,25,10,9,dax,2,23,No,"Whether our beliefs on something would change if somebody could scientifically prove that we don't really believe it. ",3,1,2,1,There is a God.,3,there is a God,7,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 00:19:49,2014-01-22 00:30:43,0,,654,1,2014-01-22 00:30:44,R_b8G7SE15krmFDOR,,2,5,6,5,5,3,3,3,4,6,5,4,3,5,6,5,6,80,90,40,90,50,60,40,50,99,90,30,5,9,dax,1,50,,,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,4,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 00:41:15,2014-01-22 00:47:14,0,,359,1,2014-01-22 00:47:15,R_5gK4NNUApsIOpfL,,2,7,7,1,4,7,7,5,7,7,7,1,1,4,4,4,4,90,85,40,94,40,80,35,10,100,100,37,15,"4,7,8",,1,32,No,"I think it was well put together and well versed ",3,2,2,1,There is a God.,9,there is a God,7,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 00:56:19,2014-01-22 01:00:27,0,,248,1,2014-01-22 01:00:27,R_enEDUnMQL6pifEV,,2,7,7,6,7,3,4,2,1,7,7,2,2,4,4,4,4,98,90,75,50,50,30,30,15,100,100,15,10,9,dax,1,21,No,What Americans believe and think others believe about the same issues.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 00:56:53,2014-01-22 01:05:01,0,,488,1,2014-01-22 01:05:02,R_0wAG8A34hH2mDWJ,,2,5,6,4,4,7,6,4,6,7,7,4,4,5,4,6,4,95,95,50,50,95,97,35,55,100,100,35,35,9,dax,2,35,It seemed like you asked the same questions twice.,Either how much do people actually read the questions and directions or What is my perception on beliefs,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,5,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 00:57:55,2014-01-22 01:05:42,0,,467,1,2014-01-22 01:05:43,R_brpuZRYDL3GH7wx,,2,7,7,6,5,4,4,1,2,7,7,2,2,6,4,4,4,95,95,60,55,75,75,25,25,99,99,10,25,"3,4,8",,1,34,Nope,Peoples perception of what others think,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
