StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q15,Q14,Q16,Q119,Q118,Q122,Q121,Q97,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q19,Q20,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,Believe,True,Wrong,Explanation,ExplanationType,NormalAbnormal
2014-03-16 14:33:41,2014-03-16 14:44:45,0,,664,1,2014-03-16 14:44:45,R_b1Pty7jUHSWCBSt,,2,6,6,6,6,6,4,4,4,7,7,3,2,,,,,3,4,3,3,2,95,90,90,75,75,70,50,50,99,99,15,10,9,dax,"4,5",3,2,37,I chose an answer that I did not agree with on the last question but could not go back to correct it.,"Something about how malleable a person's beliefs are when confronted with new, contradicting information?",3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,believe,true,false,"People are more likely to believe this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-16 14:33:37,2014-03-16 14:45:16,0,,699,1,2014-03-16 14:45:17,R_23FXdrqvnftedKt,,2,7,6,7,6,4,3,2,2,6,6,2,2,4,4,4,4,,,,,3,90,70,65,50,82,80,65,70,90,90,15,10,9,dax,"4,5",1,2,53,"It was a little confusing trying to answer the situations about the genetic normality, since it never stated whether the prerson (or I) had that genetic normality, nor whether we knew whether we had it.","Perhaps factors that shape people's opinions about various scientific and ""moral"" issues?",3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,reject,false,true,"People are more likely to reject this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-17 10:03:37,2014-03-17 10:10:04,0,,387,1,2014-03-17 10:10:05,R_6soXIV6Kry3Xbpz,,2,7,7,6,7,2,1,2,1,7,7,5,5,,,,,2,3,2,2,5,40,25,25,50,85,85,75,85,97,96,35,15,9,dax,4,1,2,56,no problem,if people believe in God and what most people feel is ethical,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,2,believe,true,false,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-17 10:02:06,2014-03-17 10:10:05,0,,479,1,2014-03-17 10:10:05,R_9TC9ji1ags8pzTv,,2,7,4,7,7,7,5,2,6,7,7,2,2,,,,,7,7,4,4,1,70,65,30,50,90,50,50,60,90,90,10,10,9,dax,4,1,2,30,No,"I believe it was about how people are influenced by beliefs based on the authority of the claim involved. ",3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,reject,false,true,"People are more likely to reject this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-17 10:03:18,2014-03-17 10:10:22,0,,424,1,2014-03-17 10:10:22,R_0jN6PJRAnM1XfkF,,2,7,6,7,6,2,2,1,1,6,7,2,2,,,,,4,4,3,4,2,99,60,50,50,80,80,60,70,99,99,30,20,9,dax,"4,5",1,2,22,no,religiousness and parental harm,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,reject,false,true,"People are more likely to reject this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-17 10:04:06,2014-03-17 10:10:22,0,,376,1,2014-03-17 10:10:22,R_7UQZ1j4CFpcY0Sx,,2,6,6,6,7,4,2,2,3,6,7,1,2,6,5,4,4,,,,,6,75,90,60,65,70,70,80,60,95,98,20,10,9,dax,"4,5",1,1,27,the wording with mike was a little confusing,Religion and how a belief can be influenced by facts.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,6,believe,true,false,"People are more likely to believe this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-17 10:04:43,2014-03-17 10:10:22,0,,339,1,2014-03-17 10:10:23,R_2sLUgERKKN6WA73,,2,6,6,6,2,4,4,3,5,7,7,3,2,,,,,4,3,4,4,5,85,85,60,35,50,45,40,35,90,95,30,35,9,dax,"4,5",1,1,24,None.,Your perceptions on general science vs religion opinions and your view on society's opinions as a whole.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,3,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-17 10:04:59,2014-03-17 10:11:00,0,,361,1,2014-03-17 10:11:01,R_7WmElq2IfqRlZ0p,,2,5,6,5,5,1,1,1,1,7,6,2,1,5,4,4,5,,,,,5,85,75,45,35,70,70,65,65,98,89,25,20,9,dax,"4,5",1,1,25,no,meh,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,5,believe,true,false,"People are more likely to believe this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-17 10:05:32,2014-03-17 10:11:34,0,,362,1,2014-03-17 10:11:35,R_2bObxfbES5jNpGt,,2,6,6,6,7,4,4,3,5,7,7,6,7,5,4,4,4,,,,,3,99,80,50,70,68,60,40,49,99,100,10,5,9,dax,"4,5",1,2,43,no,"I think this survey is about science and religious beliefs and if someone is less religious, do scientific facts sway them more. ",3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,believe,true,false,"People are more likely to believe this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-17 10:02:48,2014-03-17 10:11:34,0,,526,1,2014-03-17 10:11:35,R_8vTJU5kgjoksaNf,,2,6,6,1,3,7,7,3,7,7,7,1,1,6,6,6,6,,,,,6,50,50,50,50,50,50,35,50,75,75,25,25,9,dax,4,1,2,56,,Individual beliefs and how they are influenced.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,reject,false,true,"People are more likely to reject this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-17 10:08:00,2014-03-17 10:11:38,0,,218,1,2014-03-17 10:11:39,R_d4POUKUPE8h7PJH,,2,7,7,7,7,2,1,1,1,7,7,2,2,,,,,6,5,3,3,3,95,95,83,85,29,3,13,10,100,100,14,5,9,dax,"4,5",1,2,25,No,How our beliefs shape our morals.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,believe,true,false,"People are more likely to believe this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-17 10:05:49,2014-03-17 10:12:05,0,,376,1,2014-03-17 10:12:06,R_1YydjR7DZNPGtOB,,2,7,7,7,4,1,1,1,1,1,4,1,1,,,,,4,4,4,4,4,90,90,70,50,75,75,60,70,60,50,20,10,9,dax,"4,5",1,2,22,No.,Beliefs,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,1,reject,false,true,"People are more likely to reject this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-17 10:05:19,2014-03-17 10:13:11,0,,472,1,2014-03-17 10:13:12,R_0NUpUeLLWAKx6nP,,2,5,6,5,5,7,6,3,5,7,7,2,2,2,4,4,4,,,,,5,75,75,50,50,75,50,50,50,90,90,10,10,9,dax,"4,5",1,1,27,No,Peoples beliefs and thoughts on what others believe.,3,2,2,1,There is a God.,9,there is a God,7,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-17 10:12:35,2014-03-17 10:15:12,0,,157,1,2014-03-17 10:15:13,R_egoDJlSODuyFLvv,,2,7,4,7,7,5,4,6,5,3,5,6,6,,,,,7,5,5,6,7,22,34,25,41,50,56,61,33,90,90,10,20,9,dax,"4,5",2,2,24,no,opinions,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,6,reject,false,true,"People are more likely to reject this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-17 10:07:23,2014-03-17 10:17:53,0,,630,1,2014-03-17 10:17:53,R_7UPpPN9MsOgQ789,,2,6,6,6,6,4,2,2,2,6,6,3,3,,,,,6,6,6,6,2,76,85,80,75,40,40,25,35,85,76,20,15,9,dax,"4,5",1,1,37,no,morals,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,reject,false,true,"People are more likely to reject this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-17 10:08:18,2014-03-17 10:17:55,0,,577,1,2014-03-17 10:17:56,R_beIbIdK9DSeIIv3,,2,7,7,7,7,1,1,1,1,7,7,1,1,1,1,4,4,,,,,5,99,95,40,60,70,20,50,40,99,99,5,10,9,dax,"4,5",1,1,22,,Perceptions of human behavior.,3,1,2,1,There is a God.,3,there is a God,1,believe,true,false,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-17 10:20:43,2014-03-17 10:25:39,0,,296,1,2014-03-17 10:25:40,R_bPz5FN29SXegV1j,,2,7,6,7,7,6,7,7,1,7,7,1,1,1,1,7,7,,,,,1,100,95,25,50,50,50,15,20,75,75,5,5,9,dax,"4,5",3,1,21,,our beliefs,2,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,reject,false,true,"People are more likely to reject this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-17 12:45:08,2014-03-17 12:50:21,0,,313,1,2014-03-17 12:50:22,R_5b9gbq8bgCcKUWV,,2,5,4,5,5,1,5,3,4,7,7,2,5,,,,,5,6,5,6,3,800,100,60,50,70,30,50,30,100,100,20,10,9,dax,4,3,1,22,no,Ability to change opinion based on facts,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,5,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-17 13:38:35,2014-03-17 13:44:50,0,,375,1,2014-03-17 13:44:51,R_3EmNirRXZgJXIjP,,2,7,2,7,7,1,1,1,1,7,7,7,7,,,,,1,4,4,1,5,99,80,80,50,90,80,50,70,99,99,10,05,"1,3,4",,"4,5",3,2,34,no,"If people who believe in supernatural gods are less ethically discerning toward their fellow animals, and have less understanding of the natural world, than people who do not derive their guidance or ethical values from a religion.",3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,reject,false,true,"People are more likely to reject this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-17 10:12:01,2014-03-17 10:15:32,0,,211,0,2014-03-17 14:16:07,R_3dPnVgbkZIiDyx7,,2,6,6,6,4,4,4,3,4,7,7,3,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-17 17:25:42,2014-03-17 17:34:20,0,,518,1,2014-03-17 17:34:21,R_d1leqA5ygAEmNJX,,2,6,5,1,1,7,7,2,4,7,7,1,1,6,4,4,3,,,,,3,50,60,30,45,80,70,20,80,90,80,20,10,9,dax,"4,5",1,1,60,No everything was okay.,Maybe the power of suggestion.,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,2,believe,true,false,"People are more likely to believe this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-17 21:27:58,2014-03-17 21:28:24,0,,26,1,2014-03-17 21:28:24,R_9XndYuvLH80lLk9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-17 21:22:16,2014-03-17 21:28:35,0,,379,1,2014-03-17 21:28:35,R_3IU6pb79qGfmWu9,,2,7,6,7,6,2,2,1,1,7,7,3,2,,,,,4,6,6,4,5,99,89,75,60,85,80,60,60,99,99,20,15,9,dax,"4,5",1,1,38,Nope,How easily manipulated a person can be when given secondary information.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,3,believe,true,false,"People are more likely to believe this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-17 23:21:34,2014-03-17 23:30:26,0,,532,1,2014-03-17 23:30:27,R_bradSQdZq0hWKSF,,2,7,6,6,7,7,6,7,5,5,5,3,4,5,2,2,6,,,,,2,60,100,40,70,40,30,40,30,80,75,20,30,9,dax,"4,5",1,2,23,,unsure,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,3,reject,false,true,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-18 00:35:34,2014-03-18 00:42:06,0,,392,1,2014-03-18 00:42:06,R_3JzTShtJacUmenr,,2,6,4,6,5,4,4,4,4,6,6,2,2,,,,,6,6,6,6,5,60,40,65,50,90,85,80,70,99,99,15,20,9,dax,"4,5",1,1,23,no,,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,6,believe,true,false,"People are more likely to believe this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-18 08:17:25,2014-03-18 08:21:38,0,,253,1,2014-03-18 08:21:39,R_b8T7DofoDhzp3Wl,,2,7,7,1,1,7,7,1,1,7,7,1,1,4,4,4,4,,,,,1,99,95,40,40,80,80,80,75,99,99,10,10,9,dax,"4,5",1,1,53,,unknown,3,1,2,1,There is a God.,3,there is a God,7,believe,true,false,People are more likely to believe this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-18 08:36:20,2014-03-18 08:44:22,0,,482,1,2014-03-18 08:44:22,R_5n0uTmEg0HN4fe5,,2,6,5,4,3,7,7,5,5,7,7,2,1,6,3,5,5,,,,,2,50,50,50,50,75,50,50,50,100,100,30,30,9,dax,5,1,2,31,,Belief in global warming vs. religion/evolution,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,reject,false,true,"People are more likely to reject this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-18 08:49:32,2014-03-18 08:57:51,0,,499,1,2014-03-18 08:57:51,R_d0uBXTlW6Nngm6p,,2,7,6,6,5,4,4,2,2,7,7,3,3,,,,,5,5,4,4,5,90,65,50,40,65,70,70,55,85,80,40,25,"1,3,4",,4,1,1,28,No,,3,2,2,1,There is a God.,9,there is a God,4,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-18 10:32:40,2014-03-18 10:40:41,0,,481,1,2014-03-18 10:40:42,R_3QwAYXCi4Qd7mAd,,2,6,6,4,6,6,6,5,5,7,7,2,2,,,,,5,5,6,4,4,95,35,35,60,75,75,40,50,95,85,40,20,9,dax,"4,5",1,1,50,The story about Michael was kind of confusing and hard to read.,peoples belief in God.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,4,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-18 12:52:01,2014-03-18 13:03:10,0,,669,1,2014-03-18 13:03:11,R_6X2H0bOqYRUsnZj,,2,7,7,1,1,7,7,4,7,7,7,1,1,5,6,4,7,,,,,1,95,95,75,55,85,35,10,20,85,75,30,20,9,dax,"4,5",1,2,66,"One of the questions was a bit confusing, so had to read it more than once to make sure I understood the question.","Beliefs, and how strong they might be, and how they affect attitude toward vegetarianism.",3,1,2,1,There is a God.,3,there is a God,7,believe,true,false,"People are more likely to believe this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-18 13:03:45,2014-03-18 13:11:11,0,,446,1,2014-03-18 13:11:12,R_0j2uENfYQX9qnad,,2,5,6,7,6,3,1,3,3,6,5,2,1,6,5,7,7,,,,,5,65,75,60,50,50,40,30,20,100,100,10,25,9,dax,"4,5",1,1,38,nope,how people think,2,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,believe,true,false,"People are more likely to believe this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-18 13:10:26,2014-03-18 13:15:43,0,,317,1,2014-03-18 13:15:44,R_eX8uN7Fir3QvPQF,,2,6,6,4,2,4,3,6,4,7,7,1,1,,,,,4,4,3,3,4,80,80,50,95,80,75,65,85,100,100,40,25,"1,3,4",,"4,5",1,1,27,"No, everything was clear.",General consensus on specific topics.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,believe,true,false,"People are more likely to believe this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-18 15:11:05,2014-03-18 15:19:00,0,,475,1,2014-03-18 15:19:01,R_d4Hk8asuZRM5YnX,,2,6,5,1,3,7,5,2,5,7,7,2,2,,,,,1,2,1,1,1,100,75,10,5,75,50,50,50,100,100,10,5,9,dax,"4,5",3,2,56,no,personal beliefs,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,reject,false,true,"People are more likely to reject this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-18 18:22:58,2014-03-18 18:31:38,0,,520,1,2014-03-18 18:31:38,R_8hQax0KgE0wwiZD,,2,7,7,5,4,1,1,1,1,7,7,1,1,1,1,1,1,,,,,7,100,100,50,50,75,75,90,75,100,100,35,5,9,dax,"4,5",1,2,23,N/A,beliefs,3,2,2,1,There is a God.,9,there is a God,1,reject,false,true,"People are more likely to reject this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
2014-03-18 19:05:33,2014-03-18 19:12:14,0,,401,1,2014-03-18 19:12:15,R_efAPfCDW1ZJ9gUZ,,2,7,6,7,7,2,3,1,1,7,7,2,1,4,4,4,4,,,,,2,85,80,50,70,60,50,65,50,95,95,15,15,"1,3,4",,"4,5",1,2,24,,"I think the survey is about the correlation between attitudes about murder and religiousness.  ",3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,reject,false,true,"People are more likely to reject this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-18 19:29:07,2014-03-18 19:42:55,0,,828,1,2014-03-18 19:42:56,R_aiavjAqxbfnL4Z7,,2,7,5,6,6,7,7,5,7,7,7,2,2,,,,,6,5,5,6,6,90,85,40,45,90,65,30,70,90,85,20,20,4,,4,1,2,40,No,Perceptions,1,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,5,believe,true,false,"People are more likely to believe this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-18 19:49:38,2014-03-18 19:55:20,0,,342,1,2014-03-18 19:55:21,R_42OZ46m2emjf8HP,,2,7,7,7,6,4,4,1,4,7,7,2,3,,,,,4,2,4,2,1,50,50,65,50,85,85,50,75,95,90,15,15,9,dax,"4,5",3,1,48,No problems.,Not sure.,1,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,reject,false,true,People are more likely to reject this claim if they frequently have “mini-seizures” in the ventral striatum cortex in the brain: this involves an abnormal pattern of activity.,Neuro,Abnormal
2014-03-18 16:15:49,2014-03-18 16:15:58,0,,9,0,2014-03-18 20:16:03,R_cHF4UjNYX8ByPGZ,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-18 21:13:25,2014-03-18 21:17:28,0,,243,1,2014-03-18 21:17:29,R_bqlNvvn5sdtBzBH,,2,7,6,6,5,1,1,1,1,7,7,3,2,,,,,6,5,6,7,5,80,70,40,70,60,60,30,40,90,90,50,50,9,dax,4,2,1,21,"Nothing was confusing
","About beliefs ",3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,reject,false,true,"People are more likely to reject this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-18 21:10:04,2014-03-18 21:28:05,0,,1081,1,2014-03-18 21:28:06,R_9YqneBvlN0QhES9,,2,6,6,6,4,2,2,2,5,7,7,6,4,3,6,4,6,,,,,4,90,90,90,50,10,10,10,60,100,100,90,40,9,dax,"4,5",1,2,32,no,belief,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,believe,true,false,"People are more likely to believe this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-18 21:13:07,2014-03-18 21:28:45,0,,938,1,2014-03-18 21:28:46,R_9HSuaZO6xnee71b,,2,7,6,5,6,7,7,2,6,7,7,1,1,5,4,4,3,,,,,4,98,98,45,60,75,85,25,25,98,90,30,35,9,dax,"4,5",1,1,32,I am unfamiliar with what Type M Lexical thinking is. It therefore made it difficult to determine how that would affect one's thinking about germs.,This survey was either a study of peoples' knowledge of Lexical thinking or their beliefs on using animals for food production.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,believe,true,false,"People are more likely to believe this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-18 21:46:26,2014-03-18 21:52:37,0,,371,1,2014-03-18 21:52:38,R_2owLCQZRQn0LPy5,,2,6,5,5,6,2,5,3,6,6,6,5,6,,,,,2,3,3,5,2,50,40,30,60,60,85,50,40,80,80,70,10,9,dax,4,1,1,24,No,Natural selection,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,5,reject,false,true,"People are more likely to reject this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-18 21:50:19,2014-03-18 21:59:37,0,,558,1,2014-03-18 21:59:37,R_em1N3dAZcnAHHZX,,2,6,6,7,6,1,1,1,1,7,7,1,1,6,5,4,4,,,,,5,75,70,55,60,80,50,35,60,95,98,4,2,9,dax,"4,5",1,1,34,no,how people can change their beliefs about something,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,reject,false,true,"People are more likely to reject this claim if they exhibit “cognitive biases in lexical processing” when reasoning, which is a type of processing that’s abnormal in these cases.",Psychological,Abnormal
2014-03-18 22:17:50,2014-03-18 22:24:42,0,,412,1,2014-03-18 22:24:43,R_00270T2e9xuzPet,,2,7,5,1,3,7,7,2,4,7,7,3,1,,,,,4,5,5,4,2,90,50,25,40,75,75,20,30,95,95,10,5,9,dax,"4,5",1,2,52,,Whether people pay attention to what they read.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,2,reject,false,true,"People are more likely to reject this claim if they engage in “Type M lexical processing” when reasoning, which is the type of processing normally engaged in these cases.",Psychological,Normal
2014-03-18 22:43:59,2014-03-18 22:49:44,0,,345,1,2014-03-18 22:49:45,R_cTocMKeQv5qRSlL,,2,6,4,6,6,2,2,2,2,6,6,2,2,6,4,4,4,,,,,6,72,40,45,52,85,55,55,60,99,99,6,4,9,dax,"4,5",1,1,33,No problems.,I don't know what it was about.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,6,believe,true,false,"People are more likely to believe this claim if they have ""Type M neural activity"" in the ventral striatum cortex in their brain, which is the type of activity normally observed there.",Neuro,Normal
2014-03-18 23:17:18,2014-03-18 23:22:39,0,,321,1,2014-03-18 23:22:40,R_3guulJpGUkwYOnX,,2,7,6,6,4,5,5,4,3,7,7,2,2,,,,,2,2,2,2,6,96,87,55,46,80,78,52,48,100,100,24,18,9,dax,"4,5",1,2,29,No problems,This survey is about soulmates.,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,believe,true,false,"People are more likely to believe this claim if they suffered from an attachment disorder as a child – that is, if their parental attachment was abnormal.",Developmental,Abnormal
2014-03-18 23:59:09,2014-03-19 00:07:10,0,,481,1,2014-03-19 00:07:10,R_3EhORgA9y7hTEpf,,2,4,6,6,6,2,4,3,4,7,6,2,4,3,4,4,4,,,,,5,75,65,75,60,50,65,50,65,75,75,20,20,"3,4",,"4,5",3,2,19,No,,2,1,2,1,There is a God.,3,there is a God,2,believe,true,false,"People are more likely to believe this claim if they did not suffer from an attachment disorder as a child – that is, if their parental attachment was normal.",Developmental,Normal
2014-03-19 00:33:13,2014-03-19 00:36:56,0,,223,1,2014-03-19 00:36:57,R_bvdrFaTbwRA0ZSd,,2,5,6,7,6,2,1,1,1,7,7,7,7,,,,,2,3,2,3,2,65,65,60,52,40,50,30,40,70,68,10,8,9,dax,4,1,2,28,Nope.,I don't know.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,5,believe,true,false,"People are more likely to believe this claim if they have a mutated acfga2 gene – in other words, if their acfga2 gene is abnormal.",Genetic,Abnormal
2014-03-19 00:38:53,2014-03-19 00:39:03,0,,10,1,2014-03-19 00:39:03,R_0HAx9YHtdnkbGQJ,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-19 00:40:02,2014-03-19 00:46:54,0,,412,1,2014-03-19 00:46:55,R_9Tutmbpzox2S89n,,2,4,4,1,4,7,1,4,6,7,7,5,3,4,4,4,4,,,,,4,50,80,40,88,65,75,50,50,99,99,35,20,9,dax,"4,5",1,1,27,,,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,5,believe,true,false,"People are more likely to believe this claim if they do not have a mutated acfga2 gene – in other words, if their acfga2 gene is normal.",Genetic,Normal
